ts,combustible,precio
2026-08-17T22:11Z,g95e5,1.799
2026-08-17T22:11Z,gA,1.889
2026-08-17T22:11Z,gP,1.979
2026-08-17T22:11Z,g98e5,1.949
2026-08-18T22:09Z,g95e5,1.779
2026-08-18T22:09Z,gA,1.899
2026-08-18T22:09Z,gP,1.999
2026-08-19T22:12Z,g95e5,1.799
2026-08-19T22:12Z,gA,1.919
2026-08-19T22:12Z,gP,2.019
2026-08-19T22:12Z,g98e5,1.969
2026-08-20T22:14Z,gA,1.939
2026-08-20T22:14Z,gP,2.039
2026-08-20T22:14Z,g98e5,1.949
2026-08-21T22:10Z,gP,1.999
2026-08-21T22:10Z,g98e5,1.929
2026-08-22T12:13Z,gP,1.979
2026-08-24T22:13Z,g95e5,1.789
2026-08-24T22:13Z,gA,1.959
2026-08-24T22:13Z,g98e5,1.919
2026-08-25T22:13Z,g95e5,1.769
2026-08-25T22:13Z,gA,1.939
2026-08-25T22:13Z,gP,1.959
2026-08-25T22:13Z,g98e5,1.899
2026-08-25T22:13Z,glp,0.799
2026-08-27T02:19Z,g95e5,1.749
2026-08-27T02:19Z,gA,1.919
2026-08-27T23:17Z,g95e5,1.729
2026-08-27T23:17Z,gP,1.939
2026-08-27T23:17Z,g98e5,1.879
2026-08-29T02:30Z,g95e5,1.759
2026-08-29T02:30Z,gA,1.949
2026-08-29T02:30Z,gP,1.969
2026-08-29T02:30Z,g98e5,1.909
2026-08-29T14:44Z,g98e5,1.939
2026-08-31T22:05Z,g95e5,1.869
2026-08-31T22:05Z,gA,1.849
2026-08-31T22:05Z,gP,1.899
2026-08-31T22:05Z,g98e5,2.009
2026-09-01T22:52Z,g95e5,1.889
2026-09-01T22:52Z,g98e5,1.999
2026-09-02T23:38Z,g95e5,1.899
2026-09-02T23:38Z,g98e5,1.979
2026-09-02T23:38Z,glp,0.809
2026-09-03T23:36Z,gA,1.839
