ts,combustible,precio
2026-08-19T08:21Z,gA,1.949
2026-08-19T08:21Z,gP,2.049
2026-08-20T08:22Z,g95e5,1.829
2026-08-20T08:22Z,gA,1.959
2026-08-20T08:22Z,gP,2.059
2026-08-20T08:22Z,g98e5,1.959
2026-08-24T11:16Z,g95e5,1.839
2026-08-24T11:16Z,gA,1.969
2026-08-24T11:16Z,gP,2.069
2026-08-24T11:16Z,g98e5,1.969
2026-08-31T10:09Z,g95e5,1.849
2026-08-31T10:09Z,g98e5,1.979
2026-09-01T12:09Z,g95e5,1.889
2026-09-01T12:09Z,gA,1.828
2026-09-01T12:09Z,gP,1.928
2026-09-01T12:09Z,g98e5,2.019
2026-09-02T10:01Z,g95e5,1.909
2026-09-02T10:01Z,g98e5,2.039
2026-09-03T11:47Z,gA,1.869
2026-09-03T11:47Z,gP,1.969
2026-09-04T11:48Z,g95e5,1.939
2026-09-04T11:48Z,gA,1.909
2026-09-04T11:48Z,gP,2.009
2026-09-04T11:48Z,g98e5,2.069
2026-09-05T10:58Z,g95e5,1.949
2026-09-05T10:58Z,gA,1.919
2026-09-05T10:58Z,gP,2.019
2026-09-05T10:58Z,g98e5,2.079
