ts,combustible,precio
2026-08-17T22:11Z,g95e5,1.735
2026-08-17T22:11Z,gA,1.949
2026-08-17T22:11Z,gP,2.009
2026-08-17T22:11Z,g98e5,1.905
2026-08-19T22:12Z,g95e5,1.745
2026-08-19T22:12Z,gA,1.969
2026-08-19T22:12Z,gP,2.029
2026-08-19T22:12Z,g98e5,1.915
2026-08-20T22:14Z,gA,1.959
2026-08-20T22:14Z,g98e5,1.925
2026-08-21T22:10Z,gP,2.019
2026-08-21T22:10Z,g98e5,1.915
2026-08-24T22:13Z,g95e5,1.749
2026-08-24T22:13Z,gA,1.965
2026-08-24T22:13Z,gP,2.025
2026-08-24T22:13Z,g98e5,1.909
2026-08-27T02:19Z,gA,1.955
2026-08-27T02:19Z,gP,2.015
2026-08-27T23:17Z,gA,1.965
2026-08-27T23:17Z,gP,2.035
2026-08-27T23:17Z,g98e5,1.919
2026-08-29T02:30Z,gA,1.955
2026-08-29T02:30Z,gP,2.015
2026-08-29T02:30Z,g98e5,1.909
2026-08-31T22:05Z,g95e5,1.810
2026-08-31T22:05Z,gA,1.834
2026-08-31T22:05Z,gP,1.894
2026-08-31T22:05Z,g98e5,1.970
