ts,combustible,precio
2026-08-17T22:11Z,g95e5,1.755
2026-08-17T22:11Z,gA,1.899
2026-08-17T22:11Z,gP,2.009
2026-08-17T22:11Z,g98e5,1.905
2026-08-18T22:09Z,g95e5,1.745
2026-08-18T22:09Z,gA,1.919
2026-08-18T22:09Z,gP,2.029
2026-08-18T22:09Z,g98e5,1.895
2026-08-19T22:12Z,g95e5,1.765
2026-08-19T22:12Z,gA,1.949
2026-08-19T22:12Z,gP,2.059
2026-08-19T22:12Z,g98e5,1.915
2026-08-20T22:14Z,g95e5,1.769
2026-08-20T22:14Z,gA,1.935
2026-08-20T22:14Z,gP,2.055
2026-08-20T22:14Z,g98e5,1.929
2026-08-21T22:10Z,g95e5,1.755
2026-08-21T22:10Z,gA,1.949
2026-08-21T22:10Z,gP,2.059
2026-08-21T22:10Z,g98e5,1.905
2026-08-24T22:13Z,g95e5,1.775
2026-08-24T22:13Z,gA,1.955
2026-08-24T22:13Z,gP,2.065
2026-08-25T22:13Z,g95e5,1.759
2026-08-25T22:13Z,gA,1.949
2026-08-25T22:13Z,gP,2.059
2026-08-25T22:13Z,g98e5,1.889
2026-08-27T02:19Z,g95e5,1.755
2026-08-27T02:19Z,gA,1.945
2026-08-27T02:19Z,gP,2.055
2026-08-27T02:19Z,g98e5,1.885
2026-08-27T23:17Z,g95e5,1.775
2026-08-27T23:17Z,gA,1.929
2026-08-27T23:17Z,gP,2.049
2026-08-27T23:17Z,g98e5,1.915
2026-08-29T02:30Z,gA,1.915
2026-08-29T02:30Z,gP,2.025
2026-08-29T02:30Z,g98e5,1.905
2026-08-31T22:05Z,g95e5,1.836
2026-08-31T22:05Z,gA,1.794
2026-08-31T22:05Z,gP,1.904
2026-08-31T22:05Z,g98e5,1.966
