ts,combustible,precio
2026-08-18T08:20Z,g95e5,1.789
2026-08-18T08:20Z,gA,1.899
2026-08-18T08:20Z,gP,1.919
2026-08-18T08:20Z,g98e5,1.909
2026-08-20T08:22Z,g95e5,1.799
2026-08-20T08:22Z,gA,1.909
2026-08-20T08:22Z,gP,1.929
2026-08-20T08:22Z,g98e5,1.919
2026-08-25T08:27Z,gA,1.919
2026-08-25T08:27Z,gP,1.939
2026-08-25T08:27Z,g98e5,1.929
2026-08-27T13:12Z,gA,1.909
2026-08-27T13:12Z,gP,1.929
2026-09-01T12:09Z,g95e5,1.879
2026-09-01T12:09Z,gA,1.789
2026-09-01T12:09Z,gP,1.809
2026-09-01T12:09Z,g98e5,1.990
2026-09-02T10:01Z,g98e5,1.989
2026-09-03T11:47Z,g95e5,1.899
2026-09-03T11:47Z,gA,1.819
2026-09-03T11:47Z,gP,1.839
2026-09-03T11:47Z,g98e5,2.009
2026-09-04T11:48Z,gA,1.829
2026-09-04T11:48Z,gP,1.849
2026-09-04T11:48Z,g98e5,1.999
2026-09-05T10:58Z,g95e5,1.919
2026-09-05T10:58Z,gA,1.859
2026-09-05T10:58Z,gP,1.879
2026-09-05T10:58Z,g98e5,2.029
2026-09-08T11:48Z,g95e5,1.899
2026-09-08T11:48Z,gA,1.849
2026-09-08T11:48Z,gP,1.869
2026-09-09T10:12Z,g95e5,1.925
2026-09-09T10:12Z,gA,1.865
2026-09-09T10:12Z,gP,1.885
2026-09-09T10:12Z,g98e5,2.035
2026-09-10T11:54Z,g95e5,1.929
2026-09-10T11:54Z,gA,1.879
2026-09-10T11:54Z,gP,1.899
2026-09-10T11:54Z,g98e5,2.049
2026-09-11T11:53Z,g95e5,1.935
2026-09-11T11:53Z,gA,1.875
2026-09-11T11:53Z,gP,1.895
2026-09-11T11:53Z,g98e5,2.065
2026-09-12T11:19Z,g95e5,1.959
2026-09-12T11:19Z,gA,1.899
2026-09-12T11:19Z,gP,1.919
2026-09-12T11:19Z,g98e5,2.079
2026-09-14T14:29Z,g95e5,1.979
2026-09-14T14:29Z,gA,1.929
2026-09-14T14:29Z,gP,1.949
2026-09-14T14:29Z,g98e5,2.099
2026-09-15T12:17Z,g95e5,1.989
2026-09-15T12:17Z,gA,1.935
2026-09-15T12:17Z,gP,1.955
2026-09-16T12:16Z,g95e5,1.995
2026-09-16T12:16Z,gA,1.945
2026-09-16T12:16Z,gP,1.965
2026-09-17T12:49Z,gA,1.979
2026-09-17T12:49Z,gP,1.999
2026-09-18T15:17Z,g98e5,2.109
2026-09-19T11:40Z,gA,1.999
2026-09-19T11:40Z,gP,2.019
2026-09-19T11:40Z,g98e5,2.099
2026-09-21T14:36Z,g95e5,1.999
2026-09-21T14:36Z,g98e5,2.103
2026-09-22T12:10Z,g95e5,1.995
2026-09-22T12:10Z,gA,1.995
2026-09-22T12:10Z,gP,2.015
2026-09-22T12:10Z,g98e5,2.099
