ts,combustible,precio
2026-08-17T22:11Z,g95e5,1.749
2026-08-17T22:11Z,gA,1.909
2026-08-17T22:11Z,gP,2.019
2026-08-17T22:11Z,gB,1.579
2026-08-18T22:09Z,gA,1.915
2026-08-18T22:09Z,gP,2.025
2026-08-18T22:09Z,gB,1.584
2026-08-19T22:12Z,g95e5,1.759
2026-08-19T22:12Z,gA,1.925
2026-08-19T22:12Z,gP,2.035
2026-08-19T22:12Z,g98e5,1.919
2026-08-19T22:12Z,gB,1.604
2026-08-20T22:14Z,gA,1.935
2026-08-20T22:14Z,gP,2.055
2026-08-20T22:14Z,g98e5,1.929
2026-08-20T22:14Z,gB,1.619
2026-08-21T22:10Z,gA,1.929
2026-08-21T22:10Z,gP,2.039
2026-08-21T22:10Z,g98e5,1.919
2026-08-24T22:13Z,g95e5,1.765
2026-08-24T22:13Z,gA,1.935
2026-08-24T22:13Z,gP,2.045
2026-08-24T22:13Z,g98e5,1.935
2026-08-24T22:13Z,gB,1.624
2026-08-25T22:13Z,g95e5,1.759
2026-08-25T22:13Z,g98e5,1.929
2026-08-27T02:19Z,gA,1.925
2026-08-27T02:19Z,gP,2.035
2026-08-27T02:19Z,gB,1.614
2026-08-27T23:17Z,gA,1.919
2026-08-27T23:17Z,gP,2.039
2026-08-27T23:17Z,g98e5,1.939
2026-08-27T23:17Z,gB,1.625
2026-08-29T02:30Z,gA,1.909
2026-08-29T02:30Z,gP,2.019
2026-08-29T02:30Z,g98e5,1.929
2026-08-29T02:30Z,gB,1.615
2026-08-31T22:05Z,g95e5,1.820
2026-08-31T22:05Z,gA,1.788
2026-08-31T22:05Z,gP,1.898
2026-08-31T22:05Z,g98e5,1.990
