ts,combustible,precio
2026-08-17T08:28Z,g95e5,1.825
2026-08-17T08:28Z,gA,1.969
2026-08-17T11:14Z,g95e5,1.815
2026-08-17T11:14Z,gA,1.959
2026-08-17T22:11Z,g95e5,1.825
2026-08-17T22:11Z,gA,1.965
2026-08-17T22:11Z,g98e5,1.995
2026-08-18T08:20Z,g95e5,1.835
2026-08-18T08:20Z,gA,1.975
2026-08-18T11:14Z,g95e5,1.825
2026-08-18T11:14Z,gA,1.965
2026-08-18T22:09Z,gA,1.959
2026-08-19T08:21Z,g95e5,1.835
2026-08-19T08:21Z,gA,1.969
2026-08-19T12:18Z,g95e5,1.825
2026-08-19T12:18Z,gA,1.959
2026-08-19T22:12Z,g95e5,1.835
2026-08-19T22:12Z,gA,1.979
2026-08-19T22:12Z,g98e5,2.005
2026-08-20T08:22Z,g95e5,1.845
2026-08-20T08:22Z,gA,1.989
2026-08-20T11:15Z,g95e5,1.835
2026-08-20T11:15Z,gA,1.979
2026-08-20T22:14Z,gA,1.969
2026-08-20T22:14Z,g98e5,2.015
2026-08-21T08:23Z,g95e5,1.845
2026-08-21T08:23Z,gA,1.979
2026-08-21T11:14Z,g95e5,1.835
2026-08-21T11:14Z,gA,1.969
2026-08-21T22:10Z,gA,1.979
2026-08-21T22:10Z,g98e5,2.005
2026-08-22T08:14Z,gA,1.989
2026-08-22T09:15Z,g95e5,1.845
2026-08-22T12:13Z,g95e5,1.835
2026-08-22T12:13Z,gA,1.979
2026-08-23T08:14Z,gA,1.989
2026-08-23T09:15Z,g95e5,1.845
2026-08-23T11:10Z,gA,1.979
2026-08-23T12:13Z,g95e5,1.835
2026-08-24T08:33Z,gA,1.989
2026-08-24T09:34Z,g95e5,1.845
2026-08-24T11:16Z,gA,1.979
2026-08-24T12:20Z,g95e5,1.835
2026-08-24T22:13Z,g95e5,1.839
2026-08-24T22:13Z,gA,1.989
2026-08-24T22:13Z,g98e5,2.009
2026-08-25T08:27Z,g95e5,1.849
2026-08-25T08:27Z,gA,1.999
2026-08-25T11:15Z,g95e5,1.839
2026-08-25T11:15Z,gA,1.989
2026-08-25T22:13Z,gA,1.969
2026-08-26T09:28Z,g95e5,1.849
2026-08-26T09:28Z,gA,1.979
