ts,combustible,precio
2026-08-17T22:11Z,g95e5,1.795
2026-08-17T22:11Z,gA,1.935
2026-08-17T22:11Z,g98e5,1.915
2026-08-18T22:09Z,gA,1.949
2026-08-19T22:12Z,g95e5,1.805
2026-08-19T22:12Z,gA,1.969
2026-08-19T22:12Z,g98e5,1.925
2026-08-20T22:14Z,gA,1.975
2026-08-20T22:14Z,g98e5,1.935
2026-08-21T22:10Z,gA,1.965
2026-08-21T22:10Z,g98e5,1.925
2026-08-24T22:13Z,g95e5,1.809
2026-08-24T22:13Z,gA,1.969
2026-08-24T22:13Z,g98e5,1.929
2026-08-25T22:13Z,gA,1.965
2026-08-27T02:19Z,gA,1.955
2026-08-27T23:17Z,gA,1.949
2026-08-27T23:17Z,g98e5,1.939
2026-08-29T02:30Z,gA,1.939
2026-08-29T02:30Z,g98e5,1.929
2026-08-31T22:05Z,g95e5,1.870
2026-08-31T22:05Z,gA,1.818
2026-08-31T22:05Z,g98e5,1.990
2026-09-01T22:52Z,g95e5,1.879
2026-09-01T22:52Z,gA,1.809
2026-09-01T22:52Z,g98e5,1.999
2026-09-02T23:38Z,g95e5,1.895
2026-09-02T23:38Z,gA,1.849
2026-09-02T23:38Z,g98e5,2.015
2026-09-03T23:36Z,g95e5,1.915
2026-09-03T23:36Z,gA,1.869
2026-09-03T23:36Z,g98e5,2.045
